template_id,difficulty,source_row,combination,query,question,rephrase,narrative_question
hard_r0029,hard,29,match,"{""query"": {""bool"": {""must"": [{""match"": {""query"": ""Blood electrolytes normal""}}]}}}","When data indicates containing 'Blood electrolytes normal', what are the matching records and their follow-up?","As a health analyst, Could you show me all instances of symptom4 containing 'Blood electrolytes normal' and their subsequent examination results?",Documenting cases where blood electrolytes are normal alongside other symptoms can help identify patterns in how symptoms occur together. Reviewing these correlations may provide useful insights into patient outcomes and possible underlying factors.
hard_r0030,hard,30,match,"{""query"": {""bool"": {""must"": [{""match"": {""query"": ""Hypercalcaemia of malignancy""}}]}}}","When data indicates containing 'Hypercalcaemia of malignancy', what are the matching records and their follow-up?","From my perspective, When symptom5 containing 'Hypercalcaemia of malignancy' occurs, what do the follow-up data say about patient outcomes?",Cases where Hypercalcaemia of malignancy is reported could highlight inconsistencies or biases in how these events are documented. Reviewing and aggregating these entries may help assess the accuracy and consistency of reporting across the dataset.
hard_r0031,hard,31,match,"{""query"": {""bool"": {""must"": [{""match"": {""ER_VISIT"": ""Y""}}]}}}",Entries containing 'Y' caught my attention. Could you show these instances and what happened?,"Speaking for affected families, Instances where ER visit record containing 'Y' appeared Could you map their distribution by state and count how many recovered?",Investigating reports where patients visited the emergency room could reveal patterns linked to severe adverse events. Reviewing these records may help understand hospitalization rates and outcomes for these cases.
hard_r0032,hard,32,multi_match,"{""query"": {""bool"": {""must"": [{""multi_match"": {""query"": ""OT"", ""fields"": [""VAX_ROUTE""]}}]}}}",Entries multi-match 'OT' caught my attention. Could you show these instances and what happened?,"As a health analyst, In reviewing cases with , what does the lab data and other meds say about patient recovery?","Analyzing reports where the vaccine was given via other routes could reveal trends in patient demographics and outcomes. Examining age, location, lab results, and concomitant medications may help clarify recovery patterns."
hard_r0033,hard,33,multi_match,"{""query"": {""bool"": {""must"": [{""multi_match"": {""query"": ""U"", ""fields"": [""RECOVD""]}}]}}}",I've found records multi-match 'U'. Please pull up similar cases and their details.,"As a clinician, Iam interested in cases with . Can you list them and detail any ER visits or hospital stay?","In clinical audits, cases where recovery status is unknown could indicate procedural deviations. Reviewing all such records may help identify underlying issues and root causes."
hard_r0034,hard,34,multi_match,"{""query"": {""bool"": {""must"": [{""multi_match"": {""query"": ""PO"", ""fields"": [""VAX_ROUTE""]}}]}}}","When data indicates multi-match 'PO', what are the matching records and their follow-up?","Speaking as a patient advocate, Could you show me all instances of and their subsequent examination results?",Entries where the vaccine was administered orally may be associated with specific manufacturers or lot numbers. Reviewing these records and cross-referencing the related variables could help identify meaningful patterns.
hard_r0035,hard,35,multi_match,"{""query"": {""bool"": {""must"": [{""multi_match"": {""query"": ""Moderna Covid19 - 2nd shot - 5/2021"", ""fields"": [""PRIOR_VAX""]}}]}}}",I've found records multi-match 'Moderna Covid19 - 2nd shot - 5/2021'. Please pull up similar cases and their details.,"As a clinician, Entries with have been flagged. Please retrieve those and note any prior vaccinations or allergies.",Finding cases where patients previously received the Moderna Covid19 second shot in May 2021 may indicate inconsistencies in reporting. Reviewing these entries and noting any prior vaccinations or allergies could help compare documentation practices across different facilities.
hard_r0036,hard,36,multi_match,"{""query"": {""bool"": {""must"": [{""multi_match"": {""query"": ""18DEC2022 X-Ray - Enlarged Adenoids"", ""fields"": [""LAB_DATA""]}}]}}}",I've found records multi-match '18DEC2022 X-Ray - Enlarged Adenoids'. Please pull up similar cases and their details.,"As a clinician, In reviewing cases with , what does the lab data and other meds say about patient recovery?",Data associated with cases where the lab results show an X-Ray on 18DEC2022 indicating Enlarged Adenoids may help uncover subgroups of patients with different recovery patterns. Summarizing their hospitalization outcomes alongside other medications could provide useful insights.
hard_r0037,hard,37,multi_match,"{""query"": {""bool"": {""must"": [{""multi_match"": {""query"": ""DTAP + HEPB + IPV (PEDIARIX)"", ""fields"": [""VAX_NAME""]}}]}}}",Reports show entries multi-match 'DTAP + HEPB + IPV (PEDIARIX)'. Can you list these cases and summarize results?,"As a health analyst, Entries with have been flagged. Please retrieve those and note any prior vaccinations or allergies.","As an analyst, noticing cases where the vaccine administered was DTAP + HEPB + IPV (PEDIARIX) prompts a closer look at symptom onset timelines. Reviewing these records and noting any prior vaccinations or allergies could help clarify patterns in patient responses."
hard_r0038,hard,38,multi_match,"{""query"": {""bool"": {""must"": [{""multi_match"": {""query"": ""N"", ""fields"": [""RECOVD""]}}]}}}",I noticed records multi-match 'N'. Could you retrieve all matching entries and their outcomes?,"Speaking for affected families, In reviewing cases with , what does the lab data and other meds say about patient recovery?","Occurrences where patients did not recover may reflect differences related to demographics or treatment patterns. Examining these cases along with lab results, medications, and age groups could help identify trends and variations in outcomes."
hard_r0039,hard,39,multi_match,"{""query"": {""bool"": {""must"": [{""multi_match"": {""query"": ""10/06/2023"", ""fields"": [""TODAYS_DATE""]}}]}}}",I've found records multi-match '10/06/2023'. Please pull up similar cases and their details.,"From my perspective, There are reports showing . How many are there and what outcomes did they have?",Documenting cases where the report was entered on 10/06/2023 alongside other events could highlight patterns in symptom co-occurrence. Analyzing these records may provide insights into trends and relationships in patient outcomes.
hard_r0040,hard,40,multi_match,"{""query"": {""bool"": {""must"": [{""multi_match"": {""query"": ""MO"", ""fields"": [""VAX_SITE""]}}]}}}",Reports show entries multi-match 'MO'. Can you list these cases and summarize results?,"Speaking as a patient advocate, Entries with have been flagged. Please retrieve those and note any prior vaccinations or allergies.",Cases where the vaccine was administered in the deltoid could reveal potential reporting biases in the dataset. Aggregating these entries and reviewing prior vaccinations or allergies may help assess documentation consistency and identify patterns in patient outcomes.
hard_r0041,hard,41,multi_match,"{""query"": {""bool"": {""must"": [{""multi_match"": {""query"": ""Y"", ""fields"": [""L_THREAT""]}}]}}}",I noticed records multi-match 'Y'. Could you retrieve all matching entries and their outcomes?,"Speaking for affected families, I noticed records where . Could you pull up those cases and tell me what happened afterward?","Investigating cases where the adverse event was life-threatening may reveal connections to severe outcomes. Reviewing these records, including emergency room visits and hospitalizations, could help identify trends and better understand patient risks."
hard_r0042,hard,42,multi_match,"{""query"": {""bool"": {""must"": [{""multi_match"": {""query"": ""Sacroiliac joint dysfunction"", ""fields"": [""query""]}}]}}}",Reports show entries multi-match 'Sacroiliac joint dysfunction'. Can you list these cases and summarize results?,"As a health analyst, In reviewing cases with , what does the lab data and other meds say about patient recovery?","When reviewing cases of Sacroiliac joint dysfunction, examining lab results and medications can provide insight into patient recovery. Looking at patient demographics, such as age and location, may also reveal important trends."
hard_r0043,hard,43,multi_match,"{""query"": {""bool"": {""must"": [{""multi_match"": {""query"": ""Y"", ""fields"": [""DIED""]}}]}}}",Entries multi-match 'Y' caught my attention. Could you show these instances and what happened?,"Speaking as a patient advocate, Some entries have . Please find those and summarize their hospitalization and recovery info.","In clinical audits, when entries are flagged like this, it may signal procedural issues. Would compiling all such records and reviewing their hospitalization and recovery details help us identify root causes?"
hard_r0044,hard,44,multi_match,"{""query"": {""bool"": {""must"": [{""multi_match"": {""query"": ""Y"", ""fields"": [""OFC_VISIT""]}}]}}}","When data indicates multi-match 'Y', what are the matching records and their follow-up?","Speaking as a patient advocate, There are reports showing . How many are there and what outcomes did they have?","Entries tagged as patient advocate reports show certain cases. How many of these reports are there, and what outcomes did they have? They may correlate with specific vaccine manufacturers or lot numbers. Should we cross-reference these variables for patterns?"
hard_r0045,hard,45,multi_match,"{""query"": {""bool"": {""must"": [{""multi_match"": {""query"": ""Y"", ""fields"": [""HOSPITAL""]}}]}}}",I've found records multi-match 'Y'. Please pull up similar cases and their details.,"As a health analyst, I noticed records where . Could you pull up those cases and tell me what happened afterward?",Finding records noted by a health analyst that ask to pull up cases and explain what happened afterward could indicate classification inconsistencies in recent reports. Would it be useful to compare these instances across facilities?
hard_r0046,hard,46,multi_match,"{""query"": {""bool"": {""must"": [{""multi_match"": {""query"": ""PVT"", ""fields"": [""V_ADMINBY""]}}]}}}",Entries multi-match 'PVT' caught my attention. Could you show these instances and what happened?,"As someone researching this, I noticed records where . Could you pull up those cases and tell me what happened afterward?",Data associated with records I noticed while researching could uncover hidden subgroups with distinct recovery trajectories. Could we summarize their hospitalization outcomes?
hard_r0047,hard,47,multi_match,"{""query"": {""bool"": {""must"": [{""multi_match"": {""query"": ""Scan abnormal"", ""fields"": [""query""]}}]}}}",I've found records multi-match 'Scan abnormal'. Please pull up similar cases and their details.,"As a health analyst, Could you show me all instances of and their subsequent examination results?","As an analyst, noticing records that match ‘Scan abnormal’ prompts a closer look at symptom onset timelines. Could extracting these cases help clarify response patterns?"
hard_r0048,hard,48,multi_match,"{""query"": {""bool"": {""must"": [{""multi_match"": {""query"": ""Pulmonary endarterectomy"", ""fields"": [""query""]}}]}}}","When data indicates multi-match 'Pulmonary endarterectomy', what are the matching records and their follow-up?","As someone researching this, There are reports showing . How many are there and what outcomes did they have?","Occurrences of reports matching ‘Pulmonary endarterectomy’ may reflect demographic or treatment-based nuances. How many such cases are there, what were their outcomes, and should we filter by age group to evaluate any disparities?"
hard_r0049,hard,49,multi_match,"{""query"": {""bool"": {""must"": [{""multi_match"": {""query"": ""Urinary sediment present"", ""fields"": [""query""]}}]}}}",I noticed records multi-match 'Urinary sediment present'. Could you retrieve all matching entries and their outcomes?,"From my perspective, In reviewing cases with , what does the lab data and other meds say about patient recovery?","Documenting records that match ‘Urinary sediment present’ alongside other events can highlight co-occurrence patterns. In reviewing these cases, what do the lab data and other medications indicate about patient recovery, and could exploring correlated symptoms provide actionable insights?"
hard_r0050,hard,50,multi_match,"{""query"": {""bool"": {""must"": [{""multi_match"": {""query"": ""04/09/2023"", ""fields"": [""ONSET_DATE""]}}]}}}",Entries multi-match '04/09/2023' caught my attention. Could you show these instances and what happened?,"As someone researching this, Some entries have . Please find those and summarize their hospitalization and recovery info.","Cases labeled with the onset date ‘04/09/2023’ could reveal reporting biases in our dataset. How many such entries are there, what were their hospitalization and recovery outcomes, and can we aggregate them to assess documentation consistency?"
hard_r0051,hard,51,multi_match,"{""query"": {""bool"": {""must"": [{""multi_match"": {""query"": ""Kawasaki's disease"", ""fields"": [""query""]}}]}}}",I've found records multi-match 'Kawasaki's disease'. Please pull up similar cases and their details.,"As a clinician, Iam interested in cases with . Can you list them and detail any ER visits or hospital stay?",Investigating records that match ‘Kawasaki’s disease’ might reveal links to severe adverse events. Could you analyze these cases and provide details on their ER visits and hospitalization rates?
hard_r0052,hard,52,multi_match,"{""query"": {""bool"": {""must"": [{""multi_match"": {""query"": ""Electrocardiogram PR interval"", ""fields"": [""query""]}}]}}}","When data indicates multi-match 'Electrocardiogram PR interval', what are the matching records and their follow-up?","As someone researching this, Entries with have been flagged. Please retrieve those and note any prior vaccinations or allergies.","When reviewing records that match ‘Electrocardiogram PR interval’, analyzing patient demographics might reveal significant trends. Could you retrieve these cases, note any prior vaccinations or allergies, and examine age and location distributions?"
hard_r0053,hard,53,multi_match,"{""query"": {""bool"": {""must"": [{""multi_match"": {""query"": ""03/11/2023"", ""fields"": [""RECVDATE""]}}]}}}","When data indicates multi-match '03/11/2023', what are the matching records and their follow-up?","As someone researching this, Entries with have been flagged. Please retrieve those and note any prior vaccinations or allergies.","In clinical audits, records with the received date ‘03/11/2023’ can signal procedural deviations. Could you retrieve these entries, note any prior vaccinations or allergies, and see if compiling them helps identify root causes?"
hard_r0054,hard,54,multi_match,"{""query"": {""bool"": {""must"": [{""multi_match"": {""query"": ""Y"", ""fields"": [""ER_VISIT""]}}]}}}",Reports show entries multi-match 'Y'. Can you list these cases and summarize results?,"From my perspective, Iam interested in cases with . Can you list them and detail any ER visits or hospital stay?",Entries tagged with emergency room visits or hospital stays may correlate with specific vaccine manufacturers or lot numbers. Should we cross-reference these variables to see if any patterns emerge?
hard_r0055,hard,55,multi_match,"{""query"": {""bool"": {""must"": [{""multi_match"": {""query"": ""03/18/2023"", ""fields"": [""VAX_DATE""]}}]}}}",Reports show entries multi-match '03/18/2023'. Can you list these cases and summarize results?,"From my perspective, There are reports showing . How many are there and what outcomes did they have?","Finding reports with the vaccination date 03/18/2023, how many there are and what outcomes they had, in recent records could indicate classification inconsistencies. Would it be useful to compare these instances across different facilities?"
hard_r0056,hard,56,multi_match,"{""query"": {""bool"": {""must"": [{""multi_match"": {""query"": ""BERNA BIOTECH, LTD."", ""fields"": [""VAX_MANU""]}}]}}}","I've found records multi-match 'BERNA BIOTECH, LTD.'. Please pull up similar cases and their details.","As someone researching this, Could you show me all instances of and their subsequent examination results?","Data associated with BERNA BIOTECH, LTD. might uncover hidden subgroups with distinct recovery trajectories. Could we summarize their hospitalization outcomes?"
hard_r0057,hard,57,multi_match,"{""query"": {""bool"": {""must"": [{""multi_match"": {""query"": ""Y"", ""fields"": [""DIED""]}}]}}}",I noticed records multi-match 'Y'. Could you retrieve all matching entries and their outcomes?,"Speaking as a patient advocate, In reviewing cases with , what does the lab data and other meds say about patient recovery?","As an analyst, and speaking as a patient advocate, I’ve noticed a number of cases marked with death outcomes. In reviewing these cases, what do the lab results and concurrent medications reveal about patterns of patient recovery? This raises the need to look more closely at symptom onset timelines—could you extract the relevant lab values, medication histories, and outcome details to clarify these response patterns?"
hard_r0058,hard,58,multi_match,"{""query"": {""bool"": {""must"": [{""multi_match"": {""query"": ""F"", ""fields"": [""SEX""]}}]}}}","When data indicates multi-match 'F', what are the matching records and their follow-up?","From my perspective, Iam interested in cases with . Can you list them and detail any ER visits or hospital stay?","Occurrences of female cases may reflect demographic or treatment-based nuances. From my perspective, I am interested in cases with specific conditions or outcomes, Could you clarify which criteria should define these cases, so we can list them and detail any ER visits or hospital stays? Should we also filter by age group to evaluate disparities in outcomes?"
hard_r0059,hard,59,multi_match,"{""query"": {""bool"": {""must"": [{""multi_match"": {""query"": ""80777-273-10"", ""fields"": [""VAX_LOT""]}}]}}}",I noticed records multi-match '80777-273-10'. Could you retrieve all matching entries and their outcomes?,"As a clinician, There are reports showing . How many are there and what outcomes did they have?","Documenting vaccine lot 80777-273-10, as a clinician, there are reports showing associated events. How many such cases are there, and what outcomes did they have? Alongside other events, this can highlight co-occurrence patterns could you also specify which correlated symptoms should be explored to determine if they yield actionable insights?"
hard_r0060,hard,60,multi_match,"{""query"": {""bool"": {""must"": [{""multi_match"": {""query"": ""shell fish, chocolate, strawberries, sun dried tomatoes,"", ""fields"": [""ALLERGIES""]}}]}}}","I noticed records multi-match 'shell fish, chocolate, strawberries, sun dried tomatoes,'. Could you retrieve all matching entries and their outcomes?","As someone researching this, Records indicate . How often did these lead to life-threatening events or death?","Cases labeled with allergies to shellfish, chocolate, strawberries, and sun-dried tomatoes show recorded entries. As someone researching this, how often did these lead to life-threatening events or death? This could reveal reporting biases in our dataset.Could you also clarify whether we should aggregate by allergy type, severity, or outcome to better assess documentation consistency?"
hard_r0061,hard,61,multi_match,"{""query"": {""bool"": {""must"": [{""multi_match"": {""query"": ""USPFIZER INC202300298868"", ""fields"": [""SPLTTYPE""]}}]}}}",Reports show entries multi-match 'USPFIZER INC202300298868'. Can you list these cases and summarize results?,"Speaking as a patient advocate, Iam interested in cases with . Can you list them and detail any ER visits or hospital stay?","Investigating records tied to vaccine lot number USPFIZER INC202300298868, and speaking as a patient advocate, I am interested in cases with specific outcomes or conditions. could you clarify which type of cases should be listed so we can detail any ER visits or hospital stays? This might expose links to severe adverse eventswould you also analyze their ER visit and hospitalization rates?"
hard_r0062,hard,62,match_phrase,"{""query"": {""bool"": {""must"": [{""match_phrase"": {""query"": ""Cerebral amyloid angiopathy""}}]}}}",I've found records phrase 'Cerebral amyloid angiopathy'. Please pull up similar cases and their details.,"From my perspective, Could you show me all instances of and their subsequent examination results?","When reviewing cases marked with Cerebral amyloid angiopathy from my perspective, could you show me all instances along with their subsequent examination results? Analyzing patient demographics might reveal significant trends. Could you also examine age and location distributions to uncover potential patterns?"
hard_r0063,hard,63,match_phrase,"{""query"": {""bool"": {""must"": [{""match_phrase"": {""VAX_DATE"": ""12/22/2022""}}]}}}",I've found records phrase '12/22/2022'. Please pull up similar cases and their details.,"As a clinician, In reviewing cases with , what does the lab data and other meds say about patient recovery?","As a clinician, in reviewing cases from 12/22/2022, what do the lab data and concurrent medications reveal about patient recovery? This can signal procedural deviations. Would compiling all such records help identify potential root causes?"
hard_r0064,hard,64,match_phrase,"{""query"": {""bool"": {""must"": [{""match_phrase"": {""query"": ""Culture throat negative""}}]}}}",Reports show entries phrase 'Culture throat negative'. Can you list these cases and summarize results?,"Speaking as a patient advocate, Instances where appeared Could you map their distribution by state and count how many recovered?","Entries tagged with “Culture throat negative” may correlate with specific vaccine manufacturers or lot numbers. Speaking as a patient advocate, in instances where this finding appeared, could you map their distribution by state and count how many recovered? Should we also cross-reference these variables to identify potential patterns?"
